TaskNumber,AnswerNumber,RunNumber,IsWrong,NumberOfMatches
5,13,2,0,18
5,14,2,0,18
5,15,2,0,27
6,1,1,0,17
6,2,1,0,14
6,3,1,0,15
6,4,1,1,0
6,5,1,0,11
6,6,1,0,14
6,7,1,0,12
6,8,1,0,13
6,9,1,0,15
6,10,1,0,12
6,11,1,0,16
6,12,1,0,3
6,1,2,0,16
6,2,2,0,18
6,3,2,0,19
6,4,2,1,1
6,5,2,0,9
6,6,2,0,10
6,7,2,0,15
6,8,2,0,14
6,9,2,0,10
6,10,2,0,10
6,11,2,0,15
6,12,2,0,4
7,1,1,0,21
7,2,1,0,15
7,3,1,0,31
7,4,1,0,31
7,5,1,0,31
7,6,1,0,30
7,7,1,0,28
7,8,1,0,28
7,9,1,1,12
7,1,2,0,13
7,2,2,0,15
7,3,2,0,31
7,4,2,0,31
7,5,2,0,31
7,6,2,0,31
7,7,2,0,29
7,8,2,0,30
7,9,2,1,4
8,1,1,0,30
8,2,1,0,14
8,3,1,0,1
8,4,1,0,28
8,5,1,0,22
8,6,1,1,1
8,7,1,0,30
8,8,1,0,22
8,9,1,0,5
8,10,1,0,31
8,11,1,0,31
8,1,2,0,28
8,2,2,0,18
8,3,2,0,3
8,4,2,0,24
8,5,2,0,20
8,6,2,1,2
8,7,2,0,30
8,8,2,0,22
8,9,2,0,3
8,10,2,0,31
8,11,2,0,31
9,1,1,0,20
9,2,1,0,15
9,3,1,0,1
9,4,1,0,18
9,5,1,0,28
9,6,1,0,30
9,7,1,0,17
9,8,1,0,29
9,9,1,0,29
9,10,1,0,22
9,11,1,0,28
9,12,1,0,31
9,1,2,0,18
9,2,2,0,11
9,3,2,0,0
9,4,2,0,19
9,5,2,0,26
9,6,2,0,30
9,7,2,0,11
9,8,2,0,31
9,9,2,0,30
9,10,2,0,21
9,11,2,0,30
9,12,2,0,30
10,1,1,0,8
10,2,1,0,22
10,3,1,0,7
10,4,1,1,31
10,5,1,0,25
10,6,1,0,12
10,7,1,0,0
10,8,1,0,23
10,9,1,0,21
10,10,1,0,16
10,1,2,0,4
10,2,2,0,25
10,3,2,0,7
10,4,2,1,31
10,5,2,0,24
10,6,2,0,10
10,7,2,0,0
10,8,2,0,27
10,9,2,0,22
10,10,2,0,15
11,1,1,1,4
11,2,1,1,2
11,3,1,1,2
11,4,1,0,21
11,5,1,0,12
11,6,1,0,8
11,7,1,0,17
11,8,1,0,23
11,9,1,1,0
11,10,1,1,2
11,11,1,1,12
11,12,1,0,30
11,13,1,0,29
11,14,1,0,26
11,15,1,0,27
11,16,1,0,31
11,17,1,0,31
11,18,1,0,30
11,1,2,1,8
11,2,2,1,5
11,3,2,1,5
11,4,2,0,21
11,5,2,0,11
11,6,2,0,9
11,7,2,0,21
11,8,2,0,27
11,9,2,1,0
11,10,2,1,0
11,11,2,1,6
11,12,2,0,29
11,13,2,0,30
11,14,2,0,23
11,15,2,0,24
11,16,2,0,28
11,17,2,0,28
11,18,2,0,29
12,1,1,0,26
12,2,1,0,26
12,3,1,0,27
12,4,1,0,22
12,5,1,0,18
12,6,1,0,12
12,7,1,0,11
12,8,1,0,11
12,9,1,0,6
12,10,1,0,7
12,11,1,0,8
12,12,1,0,8
12,1,2,0,31
12,2,2,0,29
12,3,2,0,30
12,4,2,0,27
12,5,2,0,17
12,6,2,0,5
12,7,2,0,4
12,8,2,0,7
12,9,2,0,4
12,10,2,0,3
12,11,2,0,4
12,12,2,0,4
13,1,1,0,4
13,2,1,0,1
13,3,1,0,7
13,4,1,0,1
13,5,1,1,1
13,6,1,1,0
13,7,1,0,24
13,8,1,0,29
13,9,1,0,30
13,10,1,0,31
13,11,1,0,29
13,12,1,0,30
13,13,1,0,29
13,14,1,0,31
13,15,1,0,27
13,16,1,0,31
13,1,2,0,2
13,2,2,0,1
13,3,2,0,8
13,4,2,0,2
13,5,2,1,2
13,6,2,1,0
13,7,2,0,26
13,8,2,0,28
13,9,2,0,30
13,10,2,0,30
13,11,2,0,30
13,12,2,0,30
13,13,2,0,30
13,14,2,0,31
13,15,2,0,24
13,16,2,0,31
14,1,1,0,0
14,2,1,1,3
14,3,1,1,1
14,4,1,0,31
14,5,1,0,30
14,6,1,0,29
14,7,1,0,28
14,8,1,0,27
14,9,1,0,29
14,10,1,0,27
14,11,1,0,27
14,12,1,0,24
14,1,2,0,0
14,2,2,1,1
14,3,2,1,3
14,4,2,0,30
14,5,2,0,28
14,6,2,0,27
14,7,2,0,30
14,8,2,0,29
14,9,2,0,29
14,10,2,0,25
14,11,2,0,29
14,12,2,0,25
15,1,1,1,2
15,2,1,0,31
15,3,1,0,5
15,4,1,0,18
15,5,1,0,28
15,6,1,0,25
15,7,1,0,15
15,8,1,0,30
15,1,2,1,2
15,2,2,0,31
15,3,2,0,5
15,4,2,0,13
15,5,2,0,26
15,6,2,0,27
15,7,2,0,18
15,8,2,0,25
16,1,1,0,28
16,2,1,0,24
16,3,1,0,0
16,4,1,0,22
16,5,1,0,31
16,6,1,0,13
16,7,1,0,31
16,8,1,0,13
16,1,2,0,28
16,2,2,0,28
16,3,2,0,1
16,4,2,0,25
16,5,2,0,28
16,6,2,0,16
16,7,2,0,31
16,8,2,0,19
17,1,1,0,8
17,2,1,0,29
17,3,1,0,30
17,4,1,0,23
17,5,1,1,10
17,6,1,0,11
17,7,1,0,28
17,8,1,0,29
17,1,2,0,4
17,2,2,0,31
17,3,2,0,28
17,4,2,0,21
17,5,2,1,10
17,6,2,0,13
17,7,2,0,29
17,8,2,0,28
18,1,1,0,27
18,2,1,1,5
18,3,1,0,29
18,4,1,0,20
18,5,1,0,24
18,6,1,0,24
18,7,1,0,18
18,8,1,0,23
18,1,2,0,29
18,2,2,1,6
18,3,2,0,29
18,4,2,0,25
18,5,2,0,24
18,6,2,0,19
18,7,2,0,16
18,8,2,0,25
19,1,1,0,2
19,2,1,0,26
19,3,1,0,29
19,4,1,0,29
19,5,1,0,26
19,6,1,0,31
19,7,1,0,30
19,8,1,0,27
19,1,2,0,0
19,2,2,0,26
19,3,2,0,27
19,4,2,0,28
19,5,2,0,26
19,6,2,0,31
19,7,2,0,29
19,8,2,0,29
20,1,1,0,26
20,2,1,0,27
20,3,1,0,17
20,4,1,0,18
20,5,1,0,12
20,6,1,0,16
20,7,1,0,27
20,8,1,1,15
20,9,1,1,11
20,1,2,0,28
20,2,2,0,28
20,3,2,0,18
20,4,2,0,21
20,5,2,0,17
20,6,2,0,16
20,7,2,0,28
20,8,2,1,14
20,9,2,1,12
21,1,1,0,16
21,2,1,0,11
21,3,1,0,28
21,4,1,0,30
21,5,1,0,25
21,6,1,0,27
21,1,2,0,17
21,2,2,0,12
21,3,2,0,24
21,4,2,0,27
21,5,2,0,16
21,6,2,0,23
22,1,1,0,17
22,2,1,0,8
22,3,1,1,8
22,4,1,0,31
22,5,1,0,31
22,6,1,0,31
22,1,2,0,17
22,2,2,0,5
22,3,2,1,9
22,4,2,0,31
22,5,2,0,31
22,6,2,0,31
23,1,1,0,0
23,2,1,0,0
23,3,1,1,5
23,4,1,0,7
23,5,1,0,7
23,6,1,0,24
23,7,1,0,31
23,8,1,0,30
23,1,2,0,0
23,2,2,0,1
23,3,2,1,6
23,4,2,0,6
23,5,2,0,6
23,6,2,0,21
23,7,2,0,31
23,8,2,0,31
24,1,1,1,6
24,2,1,1,28
24,3,1,1,20
24,4,1,1,5
24,5,1,1,3
24,6,1,1,5
24,7,1,1,9
24,1,2,1,8
24,2,2,1,27
24,3,2,1,15
24,4,2,1,2
24,5,2,1,3
24,6,2,1,7
24,7,2,1,7
25,1,1,0,29
25,2,1,0,27
25,3,1,0,26
25,4,1,1,21
25,5,1,0,13
25,6,1,0,18
25,7,1,0,22
25,8,1,0,24
25,9,1,0,22
25,1,2,0,31
25,2,2,0,26
25,3,2,0,27
25,4,2,1,24
25,5,2,0,14
25,6,2,0,19
25,7,2,0,18
25,8,2,0,24
25,9,2,0,23
26,1,1,0,4
26,2,1,0,29
26,3,1,0,22
26,4,1,0,23
26,5,1,0,16
26,6,1,0,15
26,7,1,0,11
26,8,1,0,20
26,1,2,0,1
26,2,2,0,29
26,3,2,0,22
26,4,2,0,25
26,5,2,0,26
26,6,2,0,22
26,7,2,0,7
26,8,2,0,23
27,1,1,0,3
27,2,1,0,2
27,3,1,0,17
27,4,1,0,13
27,5,1,0,18
27,6,1,0,30
27,7,1,0,31
27,8,1,0,22
27,9,1,0,30
27,10,1,0,31
27,11,1,0,30
27,12,1,0,27
27,1,2,0,4
27,2,2,0,1
27,3,2,0,11
27,4,2,0,16
27,5,2,0,20
27,6,2,0,28
27,7,2,0,31
27,8,2,0,21
27,9,2,0,31
27,10,2,0,31
27,11,2,0,31
27,12,2,0,26
28,1,1,0,28
28,2,1,0,30
28,3,1,0,29
28,4,1,1,6
28,5,1,1,20
28,6,1,0,15
28,7,1,0,12
28,8,1,0,17
28,9,1,0,8
28,10,1,0,13
28,1,2,0,26
28,2,2,0,30
28,3,2,0,31
28,4,2,1,7
28,5,2,1,16
28,6,2,0,19
28,7,2,0,11
28,8,2,0,21
28,9,2,0,9
28,10,2,0,16
29,1,1,0,25
29,2,1,0,4
29,3,1,0,25
29,4,1,0,26
29,5,1,0,13
29,6,1,0,7
29,7,1,0,20
29,8,1,0,21
29,9,1,0,1
29,10,1,1,15
29,1,2,0,20
29,2,2,0,2
29,3,2,0,21
29,4,2,0,27
29,5,2,0,15
29,6,2,0,12
29,7,2,0,24
29,8,2,0,24
29,9,2,0,4
29,10,2,1,19
30,1,1,0,16
30,2,1,0,0
30,3,1,0,15
30,4,1,1,3
30,5,1,0,18
30,6,1,0,23
30,7,1,0,28
30,8,1,0,12
30,1,2,0,11
30,2,2,0,0
30,3,2,0,10
30,4,2,1,6
30,5,2,0,17
30,6,2,0,22
30,7,2,0,29
30,8,2,0,6
31,1,1,0,6
31,2,1,0,21
31,3,1,0,11
31,4,1,0,1
31,5,1,0,27
31,6,1,0,24
31,7,1,0,18
31,8,1,0,12
31,1,2,0,4
31,2,2,0,18
31,3,2,0,9
31,4,2,0,1
31,5,2,0,27
31,6,2,0,26
31,7,2,0,20
31,8,2,0,14
32,1,1,0,14
32,2,1,0,21
32,3,1,0,22
32,4,1,1,19
32,5,1,0,18
32,6,1,0,22
32,7,1,0,21
32,8,1,0,20
32,1,2,0,8
32,2,2,0,20
32,3,2,0,23
32,4,2,1,12
32,5,2,0,26
32,6,2,0,26
32,7,2,0,27
32,8,2,0,25
33,1,1,0,31
33,2,1,0,26
33,3,1,0,26
33,4,1,0,28
33,5,1,0,27
33,6,1,0,0
33,7,1,1,5
33,8,1,1,10
33,9,1,1,2
33,10,1,0,28
33,11,1,0,30
33,12,1,0,29
33,13,1,0,27
33,1,2,0,29
33,2,2,0,28
33,3,2,0,23
33,4,2,0,28
33,5,2,0,27
33,6,2,0,1
33,7,2,1,5
33,8,2,1,5
33,9,2,1,4
33,10,2,0,15
33,11,2,0,29
33,12,2,0,25
33,13,2,0,27
34,1,1,0,31
34,2,1,0,31
34,3,1,0,31
34,4,1,0,0
34,5,1,0,20
34,6,1,0,30
34,7,1,0,17
34,8,1,0,23
34,1,2,0,31
34,2,2,0,30
34,3,2,0,28
34,4,2,0,0
34,5,2,0,17
34,6,2,0,29
34,7,2,0,13
34,8,2,0,20
35,1,1,0,12
35,2,1,0,19
35,3,1,0,27
35,4,1,0,29
35,5,1,0,27
35,6,1,0,31
35,1,2,0,14
35,2,2,0,17
35,3,2,0,30
35,4,2,0,30
35,5,2,0,27
35,6,2,0,31
36,1,1,0,16
36,2,1,0,21
36,3,1,0,13
36,4,1,0,29
36,5,1,0,18
36,6,1,0,8
36,7,1,0,25
36,8,1,0,4
36,9,1,0,31
36,10,1,0,17
36,1,2,0,16
36,2,2,0,22
36,3,2,0,13
36,4,2,0,31
36,5,2,0,12
36,6,2,0,6
36,7,2,0,24
36,8,2,0,9
36,9,2,0,30
36,10,2,0,8
37,1,1,0,18
37,2,1,0,13
37,3,1,0,31
37,4,1,0,29
37,5,1,0,26
37,6,1,1,3
37,1,2,0,9
37,2,2,0,17
37,3,2,0,31
37,4,2,0,29
37,5,2,0,27
37,6,2,1,0
38,1,1,0,12
38,2,1,1,2
38,3,1,0,13
38,4,1,0,27
38,5,1,0,27
38,6,1,0,26
38,1,2,0,10
38,2,2,1,4
38,3,2,0,12
38,4,2,0,29
38,5,2,0,26
38,6,2,0,22
39,1,1,0,17
39,2,1,0,3
39,3,1,1,11
39,4,1,1,31
39,5,1,0,29
39,6,1,0,30
39,7,1,0,31
39,1,2,0,19
39,2,2,0,5
39,3,2,1,16
39,4,2,1,31
39,5,2,0,28
39,6,2,0,30
39,7,2,0,31
40,1,1,1,0
40,2,1,1,3
40,3,1,0,5
40,4,1,0,31
40,5,1,0,31
40,6,1,0,31
40,7,1,0,31
40,1,2,1,0
40,2,2,1,3
40,3,2,0,4
40,4,2,0,31
40,5,2,0,31
40,6,2,0,31
40,7,2,0,31
41,1,1,0,21
41,2,1,0,22
41,3,1,1,1
41,4,1,0,29
41,5,1,0,27
41,6,1,0,31
41,1,2,0,26
41,2,2,0,18
41,3,2,1,0
41,4,2,0,26
41,5,2,0,29
41,6,2,0,30
42,1,1,0,31
42,2,1,1,0
42,3,1,0,31
42,4,1,0,30
42,5,1,0,31
42,1,2,0,31
42,2,2,1,0
42,3,2,0,31
42,4,2,0,28
42,5,2,0,31
